customerid,trips,amount_of_yen,quantity,purchase_period,purchase_recency,purchase_amount_per_trips,regularity,trips_cancellation,trips_cat85099,trips_cat85123,trips_cat22423,trips_cat47566,trips_cat84879,trips_cat20725,trips_cat22720,trips_catpost,trips_cat23203,trips_cat22383,mode_category,tgt
12474,16,3094.42,1914,163,4,193.40125,10.1875,0,0,0,1,0,0,0,0,8,0,0,POST,0
12476,7,2364.9,817,108,41,337.842857142857,15.4285714285714,0,0,0,2,0,2,0,2,4,0,0,POST,0
12481,7,3304.96,2028,157,17,472.137142857143,22.4285714285714,0,0,0,0,0,1,0,0,4,2,0,POST,1
12483,8,1257.61,624,155,21,157.20125,19.375,0,0,0,0,0,0,1,0,5,0,0,POST,0
12494,4,635.84,269,142,34,158.96,35.5,0,0,0,0,0,0,2,0,2,0,2,84997,0
12500,5,1395.84,981,165,6,279.168,33,0,1,0,0,0,0,0,0,5,0,0,POST,0
12520,4,1645.81,936,68,42,411.4525,17,0,0,0,3,2,0,0,0,3,0,0,21843,0
12523,4,500.19,271,78,90,125.0475,19.5,0,0,0,1,0,0,0,1,1,0,0,23231,0
12524,6,3122.48,2290,171,0,520.413333333334,28.5,0,0,0,0,0,0,2,0,6,0,2,POST,1
12539,4,2801.84,1620,71,100,700.46,17.75,0,0,0,2,3,0,0,2,0,0,1,84509,1
12540,7,5555.81,2702,146,24,793.687142857143,20.8571428571429,0,0,0,4,0,5,0,0,6,0,0,POST,0
12553,8,1698.32,939,125,42,212.29,15.625,0,3,0,0,0,0,3,0,4,0,0,84997,0
12567,6,3878.38,1624,128,17,646.396666666667,21.3333333333333,0,1,0,0,0,1,1,1,3,0,0,23206,0
12569,8,1378.04,612,90,0,172.255,11.25,0,0,0,0,0,0,0,0,7,0,0,POST,0
12583,7,2786.01,2642,165,9,398.001428571428,23.5714285714286,0,0,0,0,0,0,0,0,7,0,0,POST,0
12584,4,573.04,109,116,1,143.26,29,0,0,0,0,0,0,0,2,1,0,0,22848,0
12594,8,1789.95,918,139,21,223.74375,17.375,0,0,0,0,0,0,0,0,5,0,0,POST,0
12598,4,1265.34,662,63,58,316.335,15.75,0,0,0,0,0,0,0,0,2,0,0,22181,0
12599,4,598.14,537,139,2,149.535,34.75,0,0,0,0,0,0,0,0,4,0,0,POST,0
12600,5,1023.16,261,105,42,204.632,21,0,0,0,0,0,2,0,0,5,0,0,POST,0
12601,6,569.56,244,142,27,94.9266666666667,23.6666666666667,0,0,0,0,0,0,0,0,5,0,0,POST,1
12613,4,1462.52,759,64,35,365.63,16,0,2,0,0,0,0,0,1,3,0,0,POST,1
12621,11,6645.32,3722,125,10,604.12,11.3636363636364,0,1,0,2,0,0,3,0,8,2,3,POST,0
12626,5,1981.29,1009,164,0,396.258,32.8,0,1,0,0,0,0,0,0,3,1,0,POST,0
12637,6,2323.1,1073,84,77,387.183333333334,14,0,1,0,1,0,0,1,1,3,0,2,84927,0
12643,5,2142.42,1109,160,10,428.484,32,0,0,0,0,0,0,0,0,5,0,0,POST,0
12662,5,1543.9,853,121,25,308.78,24.2,0,1,0,0,0,0,0,0,4,0,0,POST,0
12678,5,5629.88,3657,108,13,1125.976,21.6,0,1,0,0,0,0,0,0,3,1,0,POST,0
12681,14,6594.23,3654,151,25,471.016428571429,10.7857142857143,0,1,0,4,2,0,1,0,11,0,0,POST,0
12682,11,4987.09,2061,160,15,453.371818181818,14.5454545454545,0,0,0,4,3,0,2,0,10,2,2,15056,0
12683,11,3952.1,2404,153,22,359.281818181818,13.9090909090909,0,0,0,2,0,0,0,0,6,0,0,POST,0
12684,4,1379.48,1274,42,8,344.87,10.5,0,0,0,0,0,0,0,0,3,0,0,POST,1
12693,4,615.77,217,107,49,153.9425,26.75,0,0,0,0,0,0,0,0,3,0,0,POST,0
12705,4,2264.65,1321,68,14,566.1625,17,0,1,0,1,0,0,1,0,1,0,0,85049,0
12708,9,1346.61,736,157,10,149.623333333333,17.4444444444444,0,0,0,1,0,0,0,0,5,0,0,22326,0
12709,9,3616.37,1752,127,28,401.818888888889,14.1111111111111,0,0,0,4,0,0,0,0,2,0,0,22467,0
12712,9,2307.5,556,149,20,256.388888888889,16.5555555555556,0,0,0,0,0,0,0,0,8,0,0,POST,0
12720,10,1955.62,1526,143,7,195.562,14.3,0,1,0,0,0,0,1,0,5,1,0,POST,0
12726,4,1297.04,1609,130,22,324.26,32.5,0,0,0,0,0,0,0,0,4,0,0,POST,0
12727,7,2767.4,1595,133,25,395.342857142857,19,0,0,0,0,1,0,0,1,6,0,0,POST,0
12731,7,8431.77,4122,137,13,1204.53857142857,19.5714285714286,0,0,0,2,0,4,4,0,1,0,0,84879,0
12744,6,4171.81,2475,69,86,695.301666666667,11.5,0,2,1,0,0,0,0,0,0,0,0,M,0
12747,5,1761.43,587,158,2,352.286,31.6,0,2,1,0,0,3,0,0,0,0,0,21136,0
12748,69,7151.39999999998,4405,175,0,103.643478260869,2.53623188405797,0,8,3,1,5,3,2,1,1,1,3,85099,0
12753,6,9111.26,4499,109,65,1518.54333333333,18.1666666666667,0,0,0,0,2,0,2,0,0,0,0,22661,0
12754,5,2949.12,6479,72,73,589.824,14.4,0,0,0,0,0,0,0,0,0,0,0,M,1
12757,11,831.03,456,25,23,75.5481818181818,2.27272727272727,0,1,0,0,0,0,2,0,0,2,1,M,0
12775,5,1129.88,716,121,27,225.976,24.2,0,0,1,0,0,0,0,0,4,0,0,POST,1
12778,4,492.06,458,129,21,123.015,32.25,0,0,0,0,0,0,0,0,4,0,0,POST,1
12779,9,2657.95,1225,137,27,295.327777777778,15.2222222222222,0,0,0,0,0,0,0,2,0,0,0,37450,1
12826,4,657.02,637,155,6,164.255,38.75,0,0,0,0,0,0,0,0,0,0,1,20727,0
12839,4,959.62,674,104,21,239.905,26,0,2,0,0,0,0,0,0,0,1,0,85099,0
12840,5,2138.27,1153,43,20,427.654,8.6,0,2,1,0,0,0,3,0,0,0,0,85099,0
12841,11,1655,1000,156,18,150.454545454545,14.1818181818182,0,0,0,0,7,0,0,0,0,0,0,47566,0
12843,7,1376.51,660,96,6,196.644285714286,13.7142857142857,0,3,2,2,5,0,2,0,0,0,0,47566,0
12845,4,354.09,204,22,105,88.5225,5.5,0,0,0,0,0,0,0,0,0,0,0,84375,1
12853,5,862.6,320,101,52,172.52,20.2,0,0,0,1,0,0,0,0,0,0,0,22926,0
12854,4,775.02,417,77,79,193.755,19.25,0,0,2,2,1,1,0,0,0,0,0,85169,0
12867,4,1989.66,2224,132,3,497.415,33,0,0,0,0,1,3,4,0,0,2,4,79190,0
12868,5,1403.76,816,145,23,280.752,29,0,0,2,1,0,4,0,3,0,0,0,84879,1
12877,7,808.77,395,152,15,115.538571428571,21.7142857142857,0,0,0,0,0,0,0,0,0,0,0,15044,0
12888,4,313.77,68,41,52,78.4425,10.25,0,0,0,0,0,0,0,0,0,0,0,79160,1
12901,20,8697.28,7965,107,1,434.864,5.35,0,0,0,0,0,0,0,0,0,0,0,22713,0
12909,5,1485.92,779,62,29,297.184,12.4,0,2,0,3,0,0,1,0,0,1,0,23298,0
12916,4,2288.98,848,118,39,572.245,29.5,0,2,2,0,2,0,0,0,0,0,0,84949,0
12921,22,5253.22,3414,154,22,238.782727272727,7,0,6,0,4,1,3,4,0,0,0,0,85099,0
12924,4,651.52,284,129,36,162.88,32.25,0,0,0,0,0,0,0,0,0,0,0,22801,0
12931,6,3661.7,2850,98,41,610.283333333333,16.3333333333333,0,0,0,0,0,0,0,0,0,0,0,21731,0
12947,8,908.8,892,165,9,113.6,20.625,0,0,0,0,1,0,3,0,0,0,0,20725,0
12949,5,2226.5,1261,46,44,445.3,9.2,0,0,1,1,1,1,1,0,0,0,0,84970,0
12951,7,729.78,328,167,1,104.254285714286,23.8571428571429,0,0,0,0,1,0,0,0,0,1,0,84832,1
12955,6,985.48,750,103,2,164.246666666667,17.1666666666667,0,0,0,0,0,1,0,0,0,0,0,22699,0
12957,6,1699.44,1237,153,24,283.24,25.5,0,0,0,0,1,0,0,0,0,0,0,85049,0
12971,40,4779.45,3577,168,6,119.48625,4.2,0,0,0,0,0,0,0,0,0,0,0,22084,0
12980,8,5573.49,759,154,14,696.68625,19.25,0,0,0,0,0,0,0,0,0,0,0,84078,0
12989,8,3119.14,1437,127,38,389.8925,15.875,0,0,0,0,0,0,0,0,0,1,0,22301,0
12997,4,583.27,287,83,71,145.8175,20.75,0,0,1,0,0,0,0,0,0,0,0,21313,0
13001,12,7824.45,4476,141,22,652.0375,11.75,0,4,1,0,7,3,1,3,0,0,1,47566,0
13004,12,2754.97,2531,165,6,229.580833333333,13.75,0,3,1,1,1,0,0,2,0,0,0,85141,0
13012,5,372.17,164,115,17,74.434,23,0,0,0,0,0,0,0,0,0,0,0,22501,0
13014,8,1728.53,509,115,3,216.06625,14.375,0,0,0,5,1,0,0,0,0,0,0,22423,0
13015,4,1763.04,705,52,35,440.76,13,0,0,0,1,0,2,0,1,0,0,0,84879,1
13018,13,3847.95,2767,116,17,295.996153846154,8.92307692307692,0,0,0,1,2,0,0,1,0,0,0,84950,0
13021,4,988.37,469,134,4,247.0925,33.5,0,2,0,1,0,0,2,0,0,0,0,85099,0
13047,7,1835.6,745,163,11,262.228571428571,23.2857142857143,0,0,2,2,3,0,0,3,0,0,0,84969,0
13050,10,2183.26,1280,135,23,218.326,13.5,0,1,0,2,1,2,0,2,0,1,0,82484,0
13069,14,1851.47,1896,153,18,132.247857142857,10.9285714285714,0,0,0,0,3,1,0,0,0,0,1,84596,0
13078,16,4247.27,1460,169,1,265.454375,10.5625,0,0,0,0,0,0,0,0,0,0,0,21745,0
13081,9,11832.28,8146,134,42,1314.69777777778,14.8888888888889,0,0,3,4,4,0,3,1,0,0,3,47566,0
13082,8,2227.38,2947,161,14,278.4225,20.125,0,0,0,0,0,0,0,0,0,1,0,22726,0
13089,61,24561.8600000001,14101,169,7,402.653442622952,2.77049180327869,0,5,4,13,7,9,5,3,0,1,0,22423,0
13090,7,2761.19,697,153,13,394.455714285714,21.8571428571429,0,0,0,0,0,1,0,0,0,0,0,22622,0
13092,4,236.3,56,65,49,59.075,16.25,0,0,0,0,1,0,0,0,0,0,0,23176,0
13093,10,3945.96,2384,70,105,394.596,7,0,1,1,3,0,0,3,0,0,0,4,22383,1
13094,11,650.94,582,156,20,59.1763636363637,14.1818181818182,0,0,3,0,0,0,0,0,0,0,0,22791,0
13097,8,3622.71,1565,164,11,452.83875,20.5,0,0,0,6,4,0,0,2,0,0,0,22423,0
13098,19,9399.13,5411,148,7,494.691052631579,7.78947368421053,0,1,3,4,0,0,5,0,0,0,5,22382,0
13102,17,3243.88,2277,161,11,190.816470588235,9.47058823529412,0,0,3,0,0,0,0,0,0,0,0,22659,0
13110,4,696.69,201,54,95,174.1725,13.5,0,0,3,1,0,0,0,1,0,0,0,85123,0
13113,30,8257.65,2020,168,0,275.255,5.6,0,0,0,8,9,0,0,1,0,0,2,22501,0
13115,5,855.8,612,168,6,171.16,33.6,0,0,0,0,0,0,1,0,0,0,1,82616,0
13117,4,363.22,396,101,55,90.805,25.25,0,0,0,0,1,0,0,0,0,0,0,71459,0
13118,4,786.29,265,80,46,196.5725,20,0,0,0,0,0,0,0,0,0,0,0,22059,1
13126,4,830.58,930,85,91,207.645,21.25,0,0,0,0,0,0,0,0,0,0,0,85186,0
13134,5,849.79,319,56,21,169.958,11.2,0,1,1,1,1,0,0,0,0,0,1,22960,0
13141,5,1398.08,941,101,52,279.616,20.2,0,1,1,2,0,1,1,1,0,0,1,22697,0
13148,8,1213.29,576,134,17,151.66125,16.75,0,0,3,1,0,1,0,0,0,0,0,85123,0
13162,4,1262.14,1346,150,22,315.535,37.5,0,1,0,0,1,0,0,0,0,0,1,85034,0
13168,4,963.61,555,119,37,240.9025,29.75,0,0,2,1,0,0,0,2,0,0,0,82582,1
13178,5,2600.93,1505,124,9,520.186,24.8,0,2,0,0,0,0,5,0,0,2,3,84997,0
13184,6,897.47,936,105,22,149.578333333333,17.5,0,0,0,0,0,0,0,0,0,0,0,85132,0
13199,17,3440.6,2504,166,10,202.388235294118,9.76470588235294,0,0,0,0,0,0,0,0,0,0,0,84947,0
13213,4,549.38,322,23,14,137.345,5.75,0,0,0,0,1,0,0,0,0,0,0,85231,0
13225,4,2154.36,940,141,34,538.59,35.25,0,2,0,0,0,0,0,0,0,0,0,82483,0
13230,8,1706.03,882,118,39,213.25375,14.75,0,2,4,3,2,0,1,0,0,0,1,85099,0
13232,4,878.45,549,62,18,219.6125,15.5,0,1,0,0,0,0,1,0,0,0,0,84991,0
13246,5,1860.99,1546,153,14,372.198,30.6,0,2,1,0,0,0,0,0,0,0,0,22469,1
13263,18,3976.19999999999,2337,161,1,220.9,8.94444444444444,0,0,14,6,3,0,4,4,0,0,3,84596,0
13266,9,1799.67,2318,71,23,199.963333333333,7.88888888888889,0,0,0,0,0,0,0,0,0,0,3,85132,0
13267,11,1580.99,679,140,28,143.726363636364,12.7272727272727,0,0,0,0,1,3,0,0,0,0,0,82486,0
13268,9,2111.4,2497,97,7,234.6,10.7777777777778,0,0,0,0,0,0,1,0,0,0,2,22892,0
13269,5,1669.85,1144,70,17,333.97,14,0,3,1,0,3,0,0,0,0,0,0,22431,0
13310,4,785.85,387,124,38,196.4625,31,0,0,2,0,1,1,0,0,0,0,0,85231,1
13317,5,954.819999999999,376,56,21,190.964,11.2,0,0,0,2,2,0,0,0,0,1,0,22699,1
13319,14,3967.71,1732,169,7,283.407857142857,12.0714285714286,0,2,0,5,4,6,5,3,0,2,1,84879,0
13324,7,3116.04,2260,109,41,445.148571428571,15.5714285714286,0,0,0,5,0,0,0,0,0,0,0,22423,0
13397,4,975.52,299,160,17,243.88,40,0,1,0,0,0,0,0,3,0,0,0,22720,0
13408,30,9810.28,5917,170,4,327.009333333333,5.66666666666667,0,1,5,0,0,1,3,3,0,1,0,85123,0
13410,4,539.19,297,104,25,134.7975,26,0,0,0,0,0,0,0,0,0,0,0,22148,0
13418,9,1947,1316,89,1,216.333333333333,9.88888888888889,0,0,0,0,0,0,0,0,0,1,0,22729,0
13426,4,1221.7,1057,153,20,305.425,38.25,0,0,0,0,0,0,0,0,0,0,0,22037,0
13451,4,1592.68,1099,123,49,398.17,30.75,0,1,0,0,1,0,2,2,0,0,3,22383,0
13458,12,5323.55,3312,168,7,443.629166666667,14,0,1,4,1,2,4,1,0,0,0,2,22766,0
13468,19,2774.34,1200,152,17,146.017894736842,8,0,0,6,0,1,0,0,0,0,0,0,85123,0
13475,4,1431.78,1012,107,29,357.945,26.75,0,0,3,0,0,0,0,0,0,0,0,84596,1
13476,4,1092.77,414,102,16,273.1925,25.5,0,0,1,1,1,0,0,0,0,0,0,85014,1
13477,5,752.74,503,121,8,150.548,24.2,0,0,0,2,1,0,0,0,0,0,0,22466,0
13488,8,4095.76,2011,160,14,511.97,20,0,0,4,1,0,1,2,1,0,0,2,85123,0
13491,6,835.23,704,85,85,139.205,14.1666666666667,0,0,0,0,0,0,0,0,0,0,0,84596,0
13505,5,2518.37,1252,66,4,503.674,13.2,0,0,0,4,1,0,0,0,3,0,0,22699,0
13534,26,2543.35,1353,153,21,97.8211538461539,5.88461538461539,0,9,0,0,0,0,1,0,0,2,3,85099,0
13549,4,510.47,306,49,30,127.6175,12.25,0,2,1,1,1,0,0,0,0,0,0,85099,0
13552,10,2107.8,756,150,3,210.78,15,0,0,0,1,0,0,0,0,0,1,0,23118,0
13571,4,507.31,357,68,22,126.8275,17,0,0,2,0,0,0,0,0,0,0,0,22197,0
13576,9,3119.65,1221,161,14,346.627777777778,17.8888888888889,0,0,0,0,0,0,0,0,0,0,0,21137,0
13593,5,1344.45,469,173,0,268.89,34.6,0,0,3,0,2,0,0,0,0,0,0,85123,0
13599,11,1591.62,891,153,22,144.692727272727,13.9090909090909,0,1,0,0,0,1,0,0,1,1,0,23084,0
13610,4,466.42,224,97,25,116.605,24.25,0,1,0,0,1,0,0,0,0,0,0,22773,0
13623,5,532.02,148,87,48,106.404,17.4,0,1,2,1,0,0,0,0,0,0,0,90200,1
13629,5,3666,2050,165,11,733.2,33,0,5,0,0,0,0,0,0,0,0,0,85099,0
13630,7,1029.74,704,114,9,147.105714285714,16.2857142857143,0,1,0,0,0,1,0,0,0,0,0,22178,0
13631,8,2290.72,354,102,2,286.34,12.75,0,0,0,3,0,0,0,0,0,0,0,22423,0
13632,4,810.35,315,69,11,202.5875,17.25,0,1,2,1,2,0,0,0,0,0,0,85123,1
13636,4,533.95,297,36,86,133.4875,9,0,0,1,0,0,0,0,0,0,0,0,85131,0
13662,6,514.26,358,76,20,85.71,12.6666666666667,0,0,0,0,2,0,0,0,0,0,0,47566,0
13668,16,4018.84,2426,168,4,251.1775,10.5,0,0,1,0,5,0,0,0,0,0,0,47566,0
13672,6,-71.46,-1,32,139,-11.91,5.33333333333333,0,0,0,0,0,0,0,0,0,0,0,85232,1
13692,4,850.13,733,32,41,212.5325,8,0,0,0,0,0,1,0,0,1,0,0,22839,1
13694,31,29485.34,33430,176,0,951.14,5.67741935483871,0,4,1,0,3,0,1,0,0,0,1,84596,0
13695,6,749.54,454,89,8,124.923333333333,14.8333333333333,0,0,0,0,2,4,0,0,0,0,0,84879,0
13700,6,1245.8,1559,150,14,207.633333333333,25,0,0,0,0,0,0,0,0,0,0,0,84596,0
13717,4,741.47,1227,126,10,185.3675,31.5,0,0,0,3,0,1,0,0,0,0,0,85212,0
13725,9,1828.1,716,139,7,203.122222222222,15.4444444444444,0,0,0,2,1,0,1,1,0,0,0,21936,0
13735,4,1335.55,692,58,13,333.8875,14.5,0,0,0,0,0,1,0,0,0,0,0,84279,1
13742,12,2620.12,963,157,0,218.343333333334,13.0833333333333,0,0,3,0,0,0,1,2,0,0,0,22926,0
13752,4,891.53,709,61,22,222.8825,15.25,0,0,0,0,0,0,0,0,0,0,0,21326,0
13767,25,5399.92999999999,2173,174,2,215.9972,6.96,0,0,1,10,3,11,0,0,0,0,0,22727,0
13769,6,1118.96,487,118,45,186.493333333333,19.6666666666667,0,0,3,0,0,0,0,0,0,0,0,84945,0
13777,16,4641.09,2038,164,3,290.068125,10.25,0,3,7,0,0,0,4,0,0,0,0,22041,0
13784,7,1632.39,1745,164,6,233.198571428571,23.4285714285714,0,0,0,2,0,0,0,0,0,0,0,84970,0
13798,37,20361.75,12764,173,3,550.317567567568,4.67567567567568,0,14,7,0,4,0,4,0,0,0,0,85099,0
13811,4,591.75,67,55,21,147.9375,13.75,0,0,0,0,0,0,0,0,2,0,0,POST,1
13842,5,1517.9,566,137,37,303.58,27.4,0,0,0,1,0,2,0,1,0,0,0,85066,0
13854,17,4495.3,1248,139,27,264.429411764706,8.17647058823529,0,0,0,5,3,7,0,0,0,0,0,84879,0
13856,5,363.4,484,34,6,72.68,6.8,0,0,0,0,0,0,0,0,0,0,0,79000,1
13862,6,1130.46,803,147,23,188.41,24.5,0,0,0,0,0,0,0,0,0,0,0,22993,0
13870,4,881.2,539,123,2,220.3,30.75,0,0,0,1,0,1,0,0,0,0,0,23245,0
13871,6,3010.82,1309,146,0,501.803333333333,24.3333333333333,0,2,0,3,0,0,1,4,0,2,0,82482,0
13880,5,1241.77,663,110,24,248.354,22,0,0,0,1,2,0,0,2,0,0,0,84912,0
13881,8,5150.33,3583,148,1,643.79125,18.5,0,0,0,0,0,2,2,2,0,0,0,84050,0
13883,7,1643.2,843,125,38,234.742857142857,17.8571428571429,0,0,0,1,0,0,0,0,1,0,0,22995,1
13884,4,189.95,62,5,115,47.4875,1.25,0,0,1,0,0,0,0,0,0,0,0,21314,0
13911,6,1703.91,1465,111,35,283.985,18.5,0,0,0,0,1,0,0,0,0,0,0,22693,0
13969,7,2232.59,1205,153,7,318.941428571429,21.8571428571429,0,3,0,2,0,0,2,2,0,2,2,85132,0
13971,6,1233.24,848,106,16,205.54,17.6666666666667,0,1,0,0,2,1,0,0,0,3,0,22722,0
13983,7,1351.7,573,139,25,193.1,19.8571428571429,0,0,0,1,0,0,0,0,0,0,0,71459,0
13985,4,1129.7,550,81,20,282.425,20.25,0,2,0,0,0,0,2,0,0,0,0,22381,0
13988,4,1916.85,1289,92,0,479.2125,23,0,0,2,0,0,3,0,0,0,0,0,84879,0
13993,5,1488.57,404,125,43,297.714,25,0,1,0,1,0,1,0,0,0,1,0,84509,0
13999,5,1251.37,767,151,9,250.274,30.2,0,1,0,0,3,0,2,0,0,1,0,84755,0
14031,11,5014.7,1994,168,6,455.881818181819,15.2727272727273,0,1,0,4,0,2,0,0,0,0,0,15056,0
14032,7,1195.2,919,107,6,170.742857142857,15.2857142857143,0,0,0,0,0,0,0,0,0,0,0,22064,0
14040,8,1899.48,758,160,9,237.435,20,0,4,1,4,0,0,3,2,1,1,0,85099,0
14051,12,4408.13,1143,141,11,367.344166666667,11.75,0,0,0,4,3,0,0,0,0,0,0,15056,0
14056,12,3687.36999999999,2049,100,22,307.280833333333,8.33333333333333,0,3,0,0,0,0,4,2,0,2,0,22191,0
14057,8,2162.65,1711,132,0,270.33125,16.5,0,1,0,0,0,0,0,0,0,0,1,22900,0
14060,8,2521.06,2374,149,21,315.1325,18.625,0,0,0,0,0,0,0,0,0,0,0,23158,0
14062,4,3750.55,2037,147,14,937.6375,36.75,0,0,0,0,0,0,0,0,0,0,0,84596,0
14064,4,686.64,863,62,49,171.66,15.5,0,0,2,0,0,0,0,0,0,0,0,84459,0
14078,4,691.67,208,99,22,172.9175,24.75,0,0,0,0,0,0,0,0,0,0,0,15044,0
14085,8,1770.12,1487,155,13,221.265,19.375,0,0,1,1,0,5,0,2,0,0,0,84879,0
14088,4,15388,3677,152,8,3847,38,0,1,1,1,0,0,0,1,0,0,0,72807,0
14092,7,1471.78,758,151,8,210.254285714286,21.5714285714286,0,0,2,0,0,0,0,3,0,0,0,22960,0
14099,6,1330.55,1018,159,8,221.758333333333,26.5,0,0,0,0,0,0,0,0,0,0,0,84508,0
14101,4,4159.39,5850,128,35,1039.8475,32,0,0,0,0,0,2,0,0,0,0,0,22659,0
14107,4,1473.6,1012,120,14,368.4,30,0,0,0,1,0,0,2,0,0,0,0,22652,0
14110,4,2067.74,944,95,9,516.935,23.75,0,2,2,0,2,0,0,0,0,0,0,85099,0
14112,5,1069.5,648,71,41,213.9,14.2,0,2,0,0,0,0,1,0,0,1,1,85099,0
14135,5,1494.41,1890,151,24,298.882,30.2,0,0,0,0,0,0,0,0,0,0,0,85049,0
14156,26,50789.07,24407,165,1,1953.42576923077,6.34615384615385,4,2,2,5,2,0,5,5,0,0,3,22699,0
14159,4,1224.52,1113,86,7,306.13,21.5,0,2,3,0,0,0,3,2,0,1,3,84596,0
14175,4,1146.39,586,158,9,286.5975,39.5,0,0,0,1,0,0,0,0,0,0,0,84970,0
14180,19,2598.17,386,170,6,136.745789473684,8.94736842105263,0,0,0,0,0,0,0,0,0,0,0,84968,0
14189,11,1825.18,1606,137,38,165.925454545455,12.4545454545455,0,0,1,0,0,2,0,0,0,0,0,22728,0
14191,5,1080.85,598,58,0,216.17,11.6,0,3,0,0,2,0,0,0,0,0,0,85099,0
14194,14,3895.06,1932,140,6,278.218571428571,10,0,3,3,2,6,2,0,1,0,2,2,47566,0
14201,5,284.46,158,48,24,56.892,9.6,0,0,0,0,2,3,0,0,0,0,0,84879,0
14209,4,1076.85,332,126,44,269.2125,31.5,0,0,2,0,0,0,0,0,0,0,0,22789,0
14210,4,1294.7,548,141,35,323.675,35.25,0,0,2,0,3,0,0,1,0,0,0,47566,0
14211,8,880.84,488,87,45,110.105,10.875,0,2,1,2,0,0,0,0,0,0,0,85099,0
14214,4,818.06,615,107,8,204.515,26.75,0,0,0,1,0,0,0,1,0,1,0,21871,0
14215,4,920.47,481,143,24,230.1175,35.75,0,0,0,0,0,0,2,1,0,0,0,22701,0
14217,9,838.08,280,167,7,93.12,18.5555555555556,0,0,0,0,1,0,0,0,0,0,0,22427,0
14221,5,1648.88,847,154,22,329.776,30.8,0,0,1,0,2,1,0,0,0,0,0,22470,0
14226,4,1678.85,1080,70,37,419.7125,17.5,0,0,0,2,0,1,0,0,0,0,0,79000,0
14227,11,2389.02,1273,99,23,217.183636363636,9,0,3,1,0,0,1,1,0,0,1,0,85099,0
14229,4,665.53,283,41,129,166.3825,10.25,0,0,0,2,0,2,0,0,0,0,0,22456,1
14231,5,822.06,402,109,17,164.412,21.8,0,2,0,1,1,1,0,0,0,0,0,85099,1
14232,4,1001.48,806,81,21,250.37,20.25,0,0,0,0,0,0,0,0,0,0,0,21520,0
14239,8,1237.69,587,115,38,154.71125,14.375,0,1,3,2,0,0,0,2,0,0,0,85123,0
14243,6,1273.02,578,146,9,212.17,24.3333333333333,0,0,0,0,0,0,0,2,0,0,0,22722,0
14245,5,1677.48,971,87,14,335.496,17.4,0,0,0,1,1,0,0,2,0,0,0,84913,1
14258,6,7607.82,4638,137,37,1267.97,22.8333333333333,0,2,3,0,2,0,2,0,0,0,0,85099,0
14267,5,1488.89,517,97,0,297.778,19.4,0,0,3,3,0,0,0,3,0,0,0,22961,0
14282,6,1680.48,1294,104,0,280.08,17.3333333333333,0,1,0,0,0,0,1,0,0,2,2,23204,0
14289,4,723.52,252,112,14,180.88,28,0,0,0,1,0,0,0,0,0,0,0,48194,0
14291,6,2030.22,1256,102,10,338.37,17,0,0,0,0,0,0,1,0,0,0,0,22662,0
14292,5,1087.31,449,140,23,217.462,28,0,0,1,2,0,0,0,1,0,2,0,23203,0
14298,26,26471.21,32804,170,3,1018.12346153846,6.53846153846154,0,3,2,3,0,0,0,1,0,1,0,85230,0
14299,6,548.3,176,21,154,91.3833333333333,3.5,0,0,0,6,0,0,0,0,0,0,0,22423,0
